customer_id,churn_probability,risk_level,tenure_months,support_tickets_90d,late_payments_6m,usage_drop_30d,nps_score,contract,payment_method,top_drivers
C000699,0.9696,high,6,2,2,0.131,-31,month_to_month,pix,total_charges(+63.47); nps_score(+15.77); support_tickets_90d(+0.72)
C000700,0.7851,high,32,3,2,0.008,85,one_year,boleto,total_charges(+386.14); support_tickets_90d(+1.09); late_payments_6m(+0.55)
C000701,0.7841,high,37,1,0,0.414,27,month_to_month,pix,total_charges(+339.01); support_tickets_90d(+0.36); usage_drop_30d(+0.08)
C000702,0.8632,high,11,3,1,0.422,52,month_to_month,pix,total_charges(+166.13); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000703,0.6422,medium,11,0,0,0.119,-1,one_year,pix,total_charges(+115.63); nps_score(+0.51); usage_drop_30d(+0.02)
C000704,0.9006,high,8,2,0,-0.016,-48,month_to_month,pix,total_charges(+84.56); nps_score(+24.42); support_tickets_90d(+0.72)
C000705,0.5077,medium,34,2,0,0.119,16,one_year,credit_card,total_charges(+229.70); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C000706,0.7628,high,1,0,0,-0.189,-19,month_to_month,credit_card,nps_score(+9.67); total_charges(+7.62)
C000707,0.4523,low,35,0,0,0.23,61,month_to_month,credit_card,total_charges(+324.30); usage_drop_30d(+0.04); has_premium(+0.00)
C000708,0.8472,high,29,3,0,0.081,-30,one_year,credit_card,total_charges(+224.55); nps_score(+15.26); support_tickets_90d(+1.09)
C000709,0.7499,medium,28,2,1,-0.167,21,month_to_month,credit_card,total_charges(+196.64); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000710,0.3847,low,41,2,0,-0.055,41,one_year,credit_card,total_charges(+722.55); support_tickets_90d(+0.72)
C000711,0.4573,low,32,1,1,0.153,35,two_year,credit_card,total_charges(+272.03); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000712,0.7758,high,44,1,1,-0.25,2,month_to_month,boleto,total_charges(+225.24); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000713,0.8031,high,46,1,1,-0.111,-42,month_to_month,credit_card,total_charges(+340.36); nps_score(+21.37); support_tickets_90d(+0.36)
C000714,0.7005,medium,56,1,0,-0.034,-33,month_to_month,credit_card,total_charges(+522.80); nps_score(+16.79); support_tickets_90d(+0.36)
C000715,0.8273,high,48,0,1,0.226,-7,month_to_month,credit_card,total_charges(+544.25); nps_score(+3.56); late_payments_6m(+0.27)
C000716,0.788,high,32,1,0,0.359,-29,one_year,credit_card,total_charges(+354.03); nps_score(+14.76); support_tickets_90d(+0.36)
C000717,0.6631,medium,30,0,0,0.118,17,two_year,boleto,total_charges(+350.75); usage_drop_30d(+0.02)
C000718,0.6535,medium,15,0,1,-0.519,-7,month_to_month,pix,total_charges(+123.18); nps_score(+3.56); late_payments_6m(+0.27)
C000719,0.9063,high,36,0,1,-0.151,-25,month_to_month,boleto,total_charges(+385.18); nps_score(+12.72); late_payments_6m(+0.27)
C000720,0.9667,high,9,2,0,0.679,-30,month_to_month,boleto,total_charges(+61.77); nps_score(+15.26); support_tickets_90d(+0.72)
C000721,0.8985,high,56,1,2,0.078,-36,month_to_month,pix,total_charges(+423.84); nps_score(+18.32); late_payments_6m(+0.55)
C000722,0.5889,medium,51,1,0,-0.419,18,month_to_month,boleto,total_charges(+338.44); support_tickets_90d(+0.36)
C000723,0.7014,medium,8,1,0,0.477,-6,two_year,credit_card,total_charges(+45.66); nps_score(+3.05); support_tickets_90d(+0.36)
C000724,0.7468,medium,48,1,1,-0.19,21,month_to_month,credit_card,total_charges(+609.78); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000725,0.8944,high,8,3,0,0.153,17,one_year,boleto,total_charges(+89.89); support_tickets_90d(+1.09); usage_drop_30d(+0.03)
C000726,0.8378,high,44,2,1,-0.156,13,month_to_month,boleto,total_charges(+548.59); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000727,0.7276,medium,6,2,0,0.446,43,two_year,pix,total_charges(+57.49); support_tickets_90d(+0.72); usage_drop_30d(+0.08)
C000728,0.7552,high,30,1,1,-0.205,-32,two_year,credit_card,total_charges(+358.92); nps_score(+16.28); support_tickets_90d(+0.36)
C000729,0.2313,low,40,1,0,-0.055,43,two_year,pix,total_charges(+162.32); support_tickets_90d(+0.36); has_premium(+0.00)
C000730,0.5236,medium,44,0,0,0.239,34,month_to_month,credit_card,total_charges(+531.89); usage_drop_30d(+0.04)
C000731,0.7853,high,26,2,1,-0.05,13,month_to_month,pix,total_charges(+261.23); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000732,0.9656,high,56,6,1,0.138,-8,month_to_month,credit_card,total_charges(+639.76); nps_score(+4.07); support_tickets_90d(+2.17)
C000733,0.7018,medium,47,1,1,0.2,21,month_to_month,credit_card,total_charges(+510.38); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000734,0.3655,low,13,0,0,0.082,36,one_year,credit_card,total_charges(+86.05); usage_drop_30d(+0.02); has_premium(+0.00)
C000735,0.4639,low,41,1,0,-0.15,-29,two_year,credit_card,total_charges(+197.64); nps_score(+14.76); support_tickets_90d(+0.36)
C000736,0.4924,low,44,2,2,-0.092,41,one_year,credit_card,total_charges(+326.36); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000737,0.437,low,21,1,0,-0.019,81,month_to_month,pix,total_charges(+238.63); support_tickets_90d(+0.36)
C000738,0.7611,high,45,1,0,0.156,18,month_to_month,credit_card,total_charges(+522.83); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000739,0.2489,low,54,0,0,0.196,66,one_year,credit_card,total_charges(+285.57); usage_drop_30d(+0.04)
C000740,0.583,medium,50,2,0,0.087,37,month_to_month,credit_card,total_charges(+335.60); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C000741,0.7842,high,46,1,1,0.176,29,month_to_month,boleto,total_charges(+333.10); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000742,0.8322,high,39,1,3,-0.236,-5,month_to_month,credit_card,total_charges(+332.51); nps_score(+2.54); late_payments_6m(+0.82)
C000743,0.7352,medium,17,2,0,0.104,8,two_year,credit_card,total_charges(+92.73); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C000744,0.5678,medium,48,0,0,0.038,-14,month_to_month,pix,total_charges(+253.24); nps_score(+7.12); usage_drop_30d(+0.01)
C000745,0.3479,low,22,1,0,0.139,53,two_year,credit_card,total_charges(+162.34); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000746,0.787,high,32,0,0,0.185,-6,month_to_month,pix,total_charges(+315.98); nps_score(+3.05); usage_drop_30d(+0.03)
C000747,0.3693,low,19,1,2,-0.139,82,one_year,credit_card,total_charges(+110.71); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000748,0.483,low,19,0,0,0.03,35,one_year,boleto,total_charges(+179.31); usage_drop_30d(+0.01)
C000749,0.9075,high,10,4,0,0.29,34,two_year,boleto,total_charges(+124.75); support_tickets_90d(+1.45); usage_drop_30d(+0.05)
C000750,0.8502,high,58,1,1,0.105,-26,month_to_month,credit_card,total_charges(+324.73); nps_score(+13.23); support_tickets_90d(+0.36)
C000751,0.8705,high,9,1,0,0.032,43,month_to_month,boleto,total_charges(+74.59); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000752,0.8344,high,6,0,1,-0.169,12,month_to_month,credit_card,total_charges(+71.40); late_payments_6m(+0.27)
C000753,0.5449,medium,57,0,0,0.148,0,month_to_month,credit_card,total_charges(+471.47); usage_drop_30d(+0.03)
C000754,0.6248,medium,34,1,0,-0.2,-3,month_to_month,pix,total_charges(+266.66); nps_score(+1.53); support_tickets_90d(+0.36)
C000755,0.8362,high,27,3,2,0.018,-23,one_year,pix,total_charges(+345.43); nps_score(+11.70); support_tickets_90d(+1.09)
C000756,0.5722,medium,45,0,1,-0.038,20,month_to_month,credit_card,total_charges(+389.49); late_payments_6m(+0.27); has_premium(+0.00)
C000757,0.7797,high,23,2,1,0.121,14,two_year,boleto,total_charges(+292.87); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000758,0.8783,high,8,1,2,-0.058,-26,one_year,credit_card,total_charges(+92.25); nps_score(+13.23); late_payments_6m(+0.55)
C000759,0.4221,low,44,1,0,-0.009,38,one_year,credit_card,total_charges(+372.31); support_tickets_90d(+0.36)
C000760,0.3575,low,11,0,1,-0.114,94,one_year,credit_card,total_charges(+116.04); late_payments_6m(+0.27)
C000761,0.946,high,34,1,1,0.005,-30,month_to_month,boleto,total_charges(+357.63); nps_score(+15.26); support_tickets_90d(+0.36)
C000762,0.8258,high,57,1,0,0.089,16,month_to_month,boleto,total_charges(+716.19); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000763,0.4715,low,57,2,1,-0.013,78,month_to_month,credit_card,total_charges(+454.25); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000764,0.7266,medium,22,1,1,-0.006,-7,two_year,pix,total_charges(+212.56); nps_score(+3.56); support_tickets_90d(+0.36)
C000765,0.798,high,47,1,0,0.08,35,month_to_month,boleto,total_charges(+438.79); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000766,0.7583,high,37,1,0,0.23,34,month_to_month,credit_card,total_charges(+434.48); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C000767,0.3691,low,29,1,0,0.184,43,one_year,credit_card,total_charges(+181.99); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000768,0.754,high,9,0,1,-0.183,84,month_to_month,boleto,total_charges(+108.01); late_payments_6m(+0.27)
C000769,0.6986,medium,23,1,0,0.188,-43,two_year,credit_card,total_charges(+253.66); nps_score(+21.88); support_tickets_90d(+0.36)
C000770,0.6961,medium,40,2,1,0.296,27,two_year,credit_card,total_charges(+216.86); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000771,0.8645,high,60,3,0,0.177,2,month_to_month,credit_card,total_charges(+787.41); support_tickets_90d(+1.09); usage_drop_30d(+0.03)
C000772,0.8082,high,1,2,2,-0.384,19,one_year,credit_card,total_charges(+19.94); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000773,0.7518,high,44,0,1,0.098,22,month_to_month,credit_card,total_charges(+555.64); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C000774,0.841,high,51,0,0,0.299,10,month_to_month,boleto,total_charges(+701.76); usage_drop_30d(+0.06); has_premium(+0.00)
C000775,0.6973,medium,58,1,0,-0.031,-18,two_year,boleto,total_charges(+565.46); nps_score(+9.16); support_tickets_90d(+0.36)
C000776,0.9099,high,26,2,1,0.572,-16,month_to_month,pix,total_charges(+112.95); nps_score(+8.14); support_tickets_90d(+0.72)
C000777,0.2807,low,8,0,1,-0.342,94,two_year,pix,total_charges(+39.23); late_payments_6m(+0.27); has_premium(+0.00)
C000778,0.8249,high,17,2,0,0.076,-28,two_year,credit_card,total_charges(+179.21); nps_score(+14.25); support_tickets_90d(+0.72)
C000779,0.4333,low,52,0,2,0.18,63,one_year,credit_card,total_charges(+400.67); late_payments_6m(+0.55); usage_drop_30d(+0.03)
C000780,0.597,medium,53,0,0,0.081,-16,month_to_month,credit_card,total_charges(+360.85); nps_score(+8.14); usage_drop_30d(+0.02)
C000781,0.8381,high,39,2,1,0.078,23,month_to_month,pix,total_charges(+358.62); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000782,0.3813,low,8,0,0,-0.137,89,month_to_month,credit_card,total_charges(+88.32)
C000783,0.5462,medium,8,0,0,-0.054,48,month_to_month,credit_card,total_charges(+41.48)
C000784,0.9682,high,29,2,1,0.153,-30,month_to_month,boleto,total_charges(+239.02); nps_score(+15.26); support_tickets_90d(+0.72)
C000785,0.7301,medium,36,1,0,-0.33,8,month_to_month,credit_card,total_charges(+507.83); support_tickets_90d(+0.36)
C000786,0.6444,medium,2,2,0,0.213,19,one_year,pix,total_charges(+13.62); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C000787,0.4815,low,42,1,0,0.029,56,month_to_month,credit_card,total_charges(+511.72); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000788,0.7255,medium,33,2,0,0.149,22,month_to_month,credit_card,total_charges(+265.46); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C000789,0.7223,medium,1,1,0,0.202,14,one_year,pix,total_charges(+9.91); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C000790,0.8247,high,6,0,1,0.721,80,month_to_month,credit_card,total_charges(+75.35); late_payments_6m(+0.27); usage_drop_30d(+0.14)
C000791,0.8542,high,28,4,0,0.302,75,month_to_month,credit_card,total_charges(+331.01); support_tickets_90d(+1.45); usage_drop_30d(+0.06)
C000792,0.8571,high,44,2,1,-0.166,44,month_to_month,boleto,total_charges(+542.78); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000793,0.8687,high,50,2,0,0.439,-2,month_to_month,boleto,total_charges(+302.97); nps_score(+1.02); support_tickets_90d(+0.72)
C000794,0.9469,high,26,3,0,-0.438,-73,month_to_month,credit_card,total_charges(+330.70); nps_score(+37.14); support_tickets_90d(+1.09)
C000795,0.9382,high,18,2,1,-0.03,-25,month_to_month,credit_card,total_charges(+120.76); nps_score(+12.72); support_tickets_90d(+0.72)
C000796,0.9626,high,59,5,1,0.081,-34,month_to_month,credit_card,total_charges(+610.85); nps_score(+17.30); support_tickets_90d(+1.81)
C000797,0.7306,medium,28,2,0,-0.008,18,month_to_month,credit_card,total_charges(+295.35); support_tickets_90d(+0.72); has_premium(+0.00)
C000798,0.7437,medium,19,0,1,0.101,53,month_to_month,credit_card,total_charges(+209.83); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C000799,0.2653,low,27,0,0,0.02,89,one_year,credit_card,total_charges(+283.31); usage_drop_30d(+0.00)
C000800,0.7366,medium,1,1,0,0.281,65,one_year,boleto,total_charges(+7.95); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C000801,0.9113,high,19,1,0,-0.037,-5,month_to_month,boleto,total_charges(+98.44); nps_score(+2.54); support_tickets_90d(+0.36)
C000802,0.807,high,31,5,0,0.029,29,two_year,credit_card,total_charges(+383.37); support_tickets_90d(+1.81); usage_drop_30d(+0.01)
C000803,0.2707,low,56,0,0,0.369,34,one_year,credit_card,total_charges(+566.44); usage_drop_30d(+0.07)
C000804,0.698,medium,45,0,2,0.224,-35,one_year,credit_card,total_charges(+583.19); nps_score(+17.81); late_payments_6m(+0.55)
C000805,0.6046,medium,47,0,0,0.019,-11,month_to_month,credit_card,total_charges(+441.12); nps_score(+5.60); usage_drop_30d(+0.00)
C000806,0.7917,high,33,1,0,0.135,5,month_to_month,pix,total_charges(+171.72); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000807,0.8359,high,7,2,1,0.387,95,month_to_month,credit_card,total_charges(+92.96); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000808,0.8606,high,24,6,0,-0.199,34,month_to_month,pix,total_charges(+201.03); support_tickets_90d(+2.17)
C000809,0.6179,medium,60,0,0,-0.146,-26,two_year,boleto,total_charges(+635.14); nps_score(+13.23)
C000810,0.5315,medium,3,1,0,-0.053,5,two_year,pix,total_charges(+25.20); support_tickets_90d(+0.36)
C000811,0.4243,low,53,0,0,0.089,36,month_to_month,pix,total_charges(+766.67); usage_drop_30d(+0.02)
C000812,0.715,medium,42,0,3,0.224,11,two_year,pix,total_charges(+289.66); late_payments_6m(+0.82); usage_drop_30d(+0.04)
C000813,0.6973,medium,18,0,0,-0.088,8,one_year,boleto,total_charges(+154.42); has_premium(+0.00)
C000814,0.2382,low,47,0,1,-0.119,46,one_year,credit_card,total_charges(+456.81); late_payments_6m(+0.27)
C000815,0.1826,low,51,0,0,-0.186,69,two_year,boleto,total_charges(+318.44)
C000816,0.8374,high,3,2,1,-0.12,63,month_to_month,credit_card,total_charges(+31.42); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000817,0.8494,high,7,1,0,-0.068,9,month_to_month,credit_card,total_charges(+101.56); support_tickets_90d(+0.36)
C000818,0.2672,low,40,1,0,-0.339,14,two_year,pix,total_charges(+322.09); support_tickets_90d(+0.36)
C000819,0.7614,high,60,1,1,-0.051,9,month_to_month,boleto,total_charges(+645.26); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000820,0.7421,medium,2,4,0,-0.139,57,one_year,credit_card,total_charges(+9.27); support_tickets_90d(+1.45)
C000821,0.3895,low,40,1,0,0.02,6,one_year,pix,total_charges(+371.63); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000822,0.8863,high,9,0,3,0.356,-47,two_year,credit_card,total_charges(+75.80); nps_score(+23.91); late_payments_6m(+0.82)
C000823,0.7372,medium,40,3,0,-0.237,37,month_to_month,pix,total_charges(+285.01); support_tickets_90d(+1.09)
C000824,0.6003,medium,38,0,0,0.233,39,one_year,boleto,total_charges(+489.17); usage_drop_30d(+0.04); has_premium(+0.00)
C000825,0.9014,high,6,1,0,0.35,6,month_to_month,credit_card,total_charges(+53.27); support_tickets_90d(+0.36); usage_drop_30d(+0.07)
C000826,0.2061,low,41,1,0,0.224,85,two_year,credit_card,total_charges(+380.86); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C000827,0.6066,medium,54,0,1,0.112,1,month_to_month,pix,total_charges(+455.83); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C000828,0.2126,low,52,0,1,0.287,70,one_year,credit_card,total_charges(+198.36); late_payments_6m(+0.27); usage_drop_30d(+0.05)
C000829,0.7677,high,2,1,1,0.164,-27,two_year,pix,nps_score(+13.74); total_charges(+10.87); support_tickets_90d(+0.36)
C000830,0.7915,high,15,2,0,0.25,30,month_to_month,credit_card,total_charges(+182.49); support_tickets_90d(+0.72); usage_drop_30d(+0.05)
C000831,0.9333,high,15,1,2,0.071,-8,month_to_month,credit_card,total_charges(+45.65); nps_score(+4.07); late_payments_6m(+0.55)
C000832,0.8534,high,28,0,1,-0.141,17,month_to_month,boleto,total_charges(+205.00); late_payments_6m(+0.27)
C000833,0.472,low,9,1,0,0.259,47,one_year,credit_card,total_charges(+76.68); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C000834,0.8948,high,52,4,1,0.52,0,one_year,credit_card,total_charges(+772.77); support_tickets_90d(+1.45); late_payments_6m(+0.27)
C000835,0.664,medium,47,1,1,-0.011,-4,one_year,boleto,total_charges(+556.91); nps_score(+2.04); support_tickets_90d(+0.36)
C000836,0.6593,medium,49,0,0,0.054,12,month_to_month,credit_card,total_charges(+382.83); usage_drop_30d(+0.01)
C000837,0.543,medium,12,2,0,0.07,100,month_to_month,credit_card,total_charges(+161.16); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C000838,0.9145,high,1,5,1,-0.214,27,month_to_month,pix,total_charges(+10.43); support_tickets_90d(+1.81); late_payments_6m(+0.27)
C000839,0.7855,high,55,3,0,-0.103,25,month_to_month,credit_card,total_charges(+696.57); support_tickets_90d(+1.09)
C000840,0.72,medium,18,1,0,0.105,35,one_year,boleto,total_charges(+93.08); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000841,0.8418,high,40,0,0,0.033,-40,month_to_month,boleto,total_charges(+515.04); nps_score(+20.35); usage_drop_30d(+0.01)
C000842,0.7168,medium,55,1,0,0.053,52,month_to_month,boleto,total_charges(+453.91); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000843,0.6857,medium,3,1,1,0.055,45,one_year,credit_card,total_charges(+21.28); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000844,0.8762,high,1,1,0,0.029,-42,month_to_month,pix,nps_score(+21.37); total_charges(+8.05); support_tickets_90d(+0.36)
C000845,0.3929,low,1,3,0,-0.088,100,one_year,credit_card,total_charges(+17.17); support_tickets_90d(+1.09); has_premium(+0.00)
C000846,0.7269,medium,10,1,0,0.128,20,month_to_month,pix,total_charges(+78.54); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000847,0.9749,high,4,2,3,0.109,-19,month_to_month,pix,total_charges(+45.64); nps_score(+9.67); late_payments_6m(+0.82)
C000848,0.7594,high,50,1,0,-0.108,31,month_to_month,boleto,total_charges(+391.01); support_tickets_90d(+0.36)
C000849,0.8491,high,37,0,1,0.125,-12,month_to_month,credit_card,total_charges(+418.72); nps_score(+6.11); late_payments_6m(+0.27)
C000850,0.6388,medium,59,2,1,-0.062,-36,one_year,credit_card,total_charges(+641.51); nps_score(+18.32); support_tickets_90d(+0.72)
C000851,0.4823,low,49,2,0,0.168,10,one_year,credit_card,total_charges(+457.08); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C000852,0.6958,medium,58,1,0,0.042,12,month_to_month,boleto,total_charges(+473.21); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000853,0.9559,high,15,3,0,0.121,-35,month_to_month,credit_card,total_charges(+148.04); nps_score(+17.81); support_tickets_90d(+1.09)
C000854,0.7266,medium,18,0,0,0.082,-7,month_to_month,credit_card,total_charges(+206.53); nps_score(+3.56); usage_drop_30d(+0.02)
